id_electoral,ano,tipo_eleccion,fecha_eleccion,coddpto84,coddpto,departamento84,departamento,codmpio84,codmpio,municipio,circunscripcion,codigo_partido,codigo_lista,en_lista,primer_apellido,segundo_apellido,nombres,votos,curules
519840001,1984,Asamblea Departamental,Marzo 11,5,5,ANTIOQUIA,ANTIOQUIA,5001,5001,MEDELLIN,Departamental,18480001,1,,,,PARTIDO LIBERAL COLOMBIANO,31310,0
519840001,1984,Asamblea Departamental,Marzo 11,5,5,ANTIOQUIA,ANTIOQUIA,5001,5001,MEDELLIN,Departamental,18480001,1,1,GUERRA,SERNA,BERNARDO DE JESUS,0,1
519840001,1984,Asamblea Departamental,Marzo 11,5,5,ANTIOQUIA,ANTIOQUIA,5001,5001,MEDELLIN,Departamental,18480001,1,2,DE LA TORRE,GOMEZ,SERGIO,0,1
519840001,1984,Asamblea Departamental,Marzo 11,5,5,ANTIOQUIA,ANTIOQUIA,5001,5001,MEDELLIN,Departamental,18480001,1,3,HERRERA,DE VALENCIA,BLANCA ROSA,0,1
519840001,1984,Asamblea Departamental,Marzo 11,5,5,ANTIOQUIA,ANTIOQUIA,5001,5001,MEDELLIN,Departamental,18480001,1,4,AGUDELO,SOLIS,ALBERTO ANTONIO,0,1
519840001,1984,Asamblea Departamental,Marzo 11,5,5,ANTIOQUIA,ANTIOQUIA,5001,5001,MEDELLIN,Departamental,18480001,1,5,VILLEGAS,URIBE,JUAN GUILLERMO,0,1
519840001,1984,Asamblea Departamental,Marzo 11,5,5,ANTIOQUIA,ANTIOQUIA,5001,5001,MEDELLIN,Departamental,18480001,1,6,ESTRADA,VILLA,JOSE ARMANDO,0,1
519840001,1984,Asamblea Departamental,Marzo 11,5,5,ANTIOQUIA,ANTIOQUIA,5001,5001,MEDELLIN,Departamental,18480001,1,7,URIBE,ESCOBAR,MARIO DE JESUS,0,1
519840001,1984,Asamblea Departamental,Marzo 11,5,5,ANTIOQUIA,ANTIOQUIA,5001,5001,MEDELLIN,Departamental,18480001,1,8,BETANCUR,RAMIREZ,HERNANDO DE JESUS,0,1
519840001,1984,Asamblea Departamental,Marzo 11,5,5,ANTIOQUIA,ANTIOQUIA,5001,5001,MEDELLIN,Departamental,18480001,2,,,,PARTIDO LIBERAL COLOMBIANO,21238,0
519840001,1984,Asamblea Departamental,Marzo 11,5,5,ANTIOQUIA,ANTIOQUIA,5001,5001,MEDELLIN,Departamental,18480001,2,1,,,CANDIDATO(A) DESCONOCIDO(A),0,1
519840001,1984,Asamblea Departamental,Marzo 11,5,5,ANTIOQUIA,ANTIOQUIA,5001,5001,MEDELLIN,Departamental,18480001,2,2,VALENCIA,JIMENEZ,LUIS GUILLERMO,0,1
519840001,1984,Asamblea Departamental,Marzo 11,5,5,ANTIOQUIA,ANTIOQUIA,5001,5001,MEDELLIN,Departamental,18480001,3,,,,PARTIDO LIBERAL COLOMBIANO,3756,0
519840001,1984,Asamblea Departamental,Marzo 11,5,5,ANTIOQUIA,ANTIOQUIA,5001,5001,MEDELLIN,Departamental,18480001,3,1,ARANGO,ANGEL,JOSE HECTOR,0,1
519840001,1984,Asamblea Departamental,Marzo 11,5,5,ANTIOQUIA,ANTIOQUIA,5001,5001,MEDELLIN,Departamental,18480001,3,2,CEREN,PACHECO,REGINO,0,1
519840001,1984,Asamblea Departamental,Marzo 11,5,5,ANTIOQUIA,ANTIOQUIA,5001,5001,MEDELLIN,Departamental,18480001,4,,,,PARTIDO LIBERAL COLOMBIANO,6991,0
