id_electoral,ano,tipo_eleccion,fecha_eleccion,coddpto80,coddpto,departamento80,departamento,codmpio80,codmpio,municipio,circunscripcion,codigo_partido,codigo_lista,en_lista,primer_apellido,segundo_apellido,nombres,votos,curules
519800001,1980,Asamblea Departamental,9 marzo,5,5,ANTIOQUIA,ANTIOQUIA,5001,5001,MEDELLIN,Departamental,18480001,1,,,,PARTIDO LIBERAL COLOMBIANO,28374,
519800001,1980,Asamblea Departamental,9 marzo,5,5,ANTIOQUIA,ANTIOQUIA,5001,5001,MEDELLIN,Departamental,18490002,1,,,,PARTIDO CONSERVADOR COLOMBIANO,8731,
519800001,1980,Asamblea Departamental,9 marzo,5,5,ANTIOQUIA,ANTIOQUIA,5001,5001,MEDELLIN,Departamental,19809999,1,1,BETANCOURT,DE LISKA,REGINA DE J,0,0
519800001,1980,Asamblea Departamental,9 marzo,5,5,ANTIOQUIA,ANTIOQUIA,5001,5001,MEDELLIN,Departamental,19780003,1,,,,PARTIDO FRENTE UNIDAD PUEBLO,1897,
519800001,1980,Asamblea Departamental,9 marzo,5,5,ANTIOQUIA,ANTIOQUIA,5001,5001,MEDELLIN,Departamental,19809999,1,,,,OTROS PARTIDO O MOVIMIENTOS,1971,
519800001,1980,Asamblea Departamental,9 marzo,5,5,ANTIOQUIA,ANTIOQUIA,5001,5001,MEDELLIN,Departamental,18480001,1,10,ZAPATA,MUNOZ,HORACIO,0,1
519800001,1980,Asamblea Departamental,9 marzo,5,5,ANTIOQUIA,ANTIOQUIA,5001,5001,MEDELLIN,Departamental,18490002,1,2,ACEVEDO,CALLE,NORBERTO,0,1
519800001,1980,Asamblea Departamental,9 marzo,5,5,ANTIOQUIA,ANTIOQUIA,5001,5001,MEDELLIN,Departamental,18490002,1,1,VELEZ,TRUJILLO,WALTER DE JESUS,0,1
519800001,1980,Asamblea Departamental,9 marzo,5,5,ANTIOQUIA,ANTIOQUIA,5001,5001,MEDELLIN,Departamental,19800001,1,1,SALDARRIAGA,VARGAS,HORACIO,0,1
519800001,1980,Asamblea Departamental,9 marzo,5,5,ANTIOQUIA,ANTIOQUIA,5001,5001,MEDELLIN,Departamental,18480001,1,6,LONDONO,DE JARAMILLO,GILMA,0,1
519800001,1980,Asamblea Departamental,9 marzo,5,5,ANTIOQUIA,ANTIOQUIA,5001,5001,MEDELLIN,Departamental,19800001,1,,,,FRENTE DEMOCRATICO,3819,
519800001,1980,Asamblea Departamental,9 marzo,5,5,ANTIOQUIA,ANTIOQUIA,5001,5001,MEDELLIN,Departamental,18480001,1,1,MUNOZ,SUESCUN,HORACIO,0,1
519800001,1980,Asamblea Departamental,9 marzo,5,5,ANTIOQUIA,ANTIOQUIA,5001,5001,MEDELLIN,Departamental,18480001,1,9,MORENO,RAMIREZ,DARIO,0,1
519800001,1980,Asamblea Departamental,9 marzo,5,5,ANTIOQUIA,ANTIOQUIA,5001,5001,MEDELLIN,Departamental,18480001,1,8,VILLEGAS,URIBE,JUAN GUILLERMO,0,1
519800001,1980,Asamblea Departamental,9 marzo,5,5,ANTIOQUIA,ANTIOQUIA,5001,5001,MEDELLIN,Departamental,18480001,1,7,TOBON,ALVAREZ,JAIRO,0,1
