id_electoral,ano,tipo_eleccion,fecha_eleccion,coddpto86,coddpto,departamento86,departamento,codmpio86,codmpio,municipio,circunscripcion,codigo_partido,codigo_lista,en_lista,primer_apellido,segundo_apellido,nombres,votos,curules
319860001,1986,Cámara de Representantes,Marzo 9,5,5,ANTIOQUIA,ANTIOQUIA,5001,5001,MEDELLIN,Departamental,18480001,1,,,,PARTIDO LIBERAL COLOMBIANO,44006,0
319860001,1986,Cámara de Representantes,Marzo 9,5,5,ANTIOQUIA,ANTIOQUIA,5001,5001,MEDELLIN,Departamental,18480001,1,1,HENRIQUEZ,GALLO,JAIME,0,1
319860001,1986,Cámara de Representantes,Marzo 9,5,5,ANTIOQUIA,ANTIOQUIA,5001,5001,MEDELLIN,Departamental,18480001,1,2,GUTIERREZ,GIL,RODRIGO,0,1
319860001,1986,Cámara de Representantes,Marzo 9,5,5,ANTIOQUIA,ANTIOQUIA,5001,5001,MEDELLIN,Departamental,18480001,1,3,ESTRADA,VILLA,ARMANDO,0,1
319860001,1986,Cámara de Representantes,Marzo 9,5,5,ANTIOQUIA,ANTIOQUIA,5001,5001,MEDELLIN,Departamental,18480001,1,4,PEREZ,GARCIA,CESAR,0,1
319860001,1986,Cámara de Representantes,Marzo 9,5,5,ANTIOQUIA,ANTIOQUIA,5001,5001,MEDELLIN,Departamental,18480001,1,5,ORTEGA,RAMIREZ,JAIRO,0,1
319860001,1986,Cámara de Representantes,Marzo 9,5,5,ANTIOQUIA,ANTIOQUIA,5001,5001,MEDELLIN,Departamental,18480001,1,6,BETANCUR,RAMIREZ,HERNANDO,0,1
319860001,1986,Cámara de Representantes,Marzo 9,5,5,ANTIOQUIA,ANTIOQUIA,5001,5001,MEDELLIN,Departamental,18480001,1,7,AGUDELO,SOLIS,ALBERTO,0,1
319860001,1986,Cámara de Representantes,Marzo 9,5,5,ANTIOQUIA,ANTIOQUIA,5001,5001,MEDELLIN,Departamental,18480001,2,,,,PARTIDO LIBERAL COLOMBIANO,13854,0
319860001,1986,Cámara de Representantes,Marzo 9,5,5,ANTIOQUIA,ANTIOQUIA,5001,5001,MEDELLIN,Departamental,18480001,2,1,PRIETO,MESA,JOSE,0,1
