año,corporacion,lugar,votacion,localidad,longitud,latitud,geometry,upz
2011,ALCALDIA,EL RINCON,1319,SUBA,-74.0896688,4.7250134,POINT (-74.0896688 4.7250134),EL RINCON
2011,ALCALDIA,EXITO DE SUBA,383,SUBA,-74.09651857802918,4.748666754484772,POINT (-74.09651857802918 4.748666754484772),SUBA
2011,ALCALDIA,GUAYMARAL,10,SUBA,-74.05497683616174,4.813443137744907,POINT (-74.05497683616174 4.813443137744907),GUAYMARAL
2011,ALCALDIA,LA AGUADITA,233,SUBA,-74.0813027046065,4.71806369922045,POINT (-74.0813027046065 4.71806369922045),NIZA
2011,ALCALDIA,LA ALHAMBRA,598,SUBA,-74.0609083,4.7026269,POINT (-74.0609083 4.7026269),LA ALHAMBRA
2011,ALCALDIA,LA FLORESTA NORTE,438,SUBA,-74.0735122,4.6929026,POINT (-74.0735122 4.6929026),LA FLORESTA
2011,ALCALDIA,LA GAITANA,821,SUBA,-74.07245197899994,4.674229417000049,POINT (-74.07245197899994 4.674229417000049),DOCE DE OCTUBRE
2011,ALCALDIA,LA TOSCANA,600,SUBA,-74.1152001,4.7443699,POINT (-74.1152001 4.7443699),TIBABUYES
2011,ALCALDIA,LAS MERCEDES,84,SUBA,-74.08081979099995,4.569269680000048,POINT (-74.08081979099995 4.569269680000048),SAN BLAS
2011,ALCALDIA,LISBOA,703,SUBA,-74.1229855,4.7429247,POINT (-74.1229855 4.7429247),TIBABUYES
2011,ALCALDIA,MAZUREN,881,SUBA,-74.0499144,4.736319,POINT (-74.0499144 4.736319),EL PRADO
2011,ALCALDIA,NIZA IX,529,SUBA,-74.06067303499998,4.713495869000042,POINT (-74.06067303499998 4.713495869000042),EL PRADO
2011,ALCALDIA,NIZA LEY,393,SUBA,-74.07537517238661,4.705291153673785,POINT (-74.07537517238661 4.705291153673785),NIZA
2011,ALCALDIA,NIZA NORTE,656,SUBA,-74.0781304,4.7110285,POINT (-74.0781304 4.7110285),NIZA
2011,ALCALDIA,NIZA VIII,187,SUBA,-74.0657219,4.7101916,POINT (-74.0657219 4.7101916),NIZA
2011,ALCALDIA,NUEVA ZELANDIA,386,SUBA,-74.04953912599996,4.759085622000043,POINT (-74.04953912599996 4.759085622000043),SAN JOSE DE BAVARIA
2011,ALCALDIA,PASADENA,362,SUBA,-74.0629801,4.6927092,POINT (-74.0629801 4.6927092),LA ALHAMBRA
2011,ALCALDIA,PONTEVEDRA,522,SUBA,-74.07401792199994,4.695967249000034,POINT (-74.07401792199994 4.695967249000034),LA FLORESTA
2011,ALCALDIA,PRADO CIUDAD JARDIN,636,SUBA,-74.06980868399995,4.719289007000043,POINT (-74.06980868399995 4.719289007000043),NIZA
2011,ALCALDIA,PRADO PINZON,429,SUBA,-74.05738754199996,4.722990696000068,POINT (-74.05738754199996 4.722990696000068),EL PRADO
2011,ALCALDIA,PRADO SUR,121,SUBA,-74.06435553799997,4.716510669000058,POINT (-74.06435553799997 4.716510669000058),NIZA
2011,ALCALDIA,PRADO VERANIEGO,860,SUBA,-74.05417374199999,4.717159632000062,POINT (-74.05417374199999 4.717159632000062),EL PRADO
2011,ALCALDIA,SAN BARTOLOME,144,SUBA,-74.0740146,4.7162099,POINT (-74.0740146 4.7162099),NIZA
2011,ALCALDIA,SAN CIPRIANO,663,SUBA,-74.05503118599995,4.748629041000072,POINT (-74.05503118599995 4.748629041000072),BRITALIA
2011,ALCALDIA,SAN LUIS,1031,SUBA,-74.06726194899994,4.64830091400006,POINT (-74.06726194899994 4.64830091400006),GALERIAS
2011,ALCALDIA,SAN NICOLAS,143,SUBA,-74.0603539,4.7640775,POINT (-74.0603539 4.7640775),SAN JOSE DE BAVARIA
2011,ALCALDIA,SUBA,2395,SUBA,-74.1137627,4.7399047,POINT (-74.1137627 4.7399047),TIBABUYES
2011,ALCALDIA,TEJARES NORTE,540,SUBA,-74.05026994599996,4.762782869000034,POINT (-74.05026994599996 4.762782869000034),SAN JOSE DE BAVARIA
2011,ALCALDIA,TIBABUYES,1423,SUBA,-74.099281,4.7516348,POINT (-74.099281 4.7516348),SUBA
2011,ALCALDIA,TIBABUYES UNIVERSAL,960,SUBA,-74.11057586699997,4.746231617000035,POINT (-74.11057586699997 4.746231617000035),TIBABUYES
2011,ALCALDIA,UDCA - GUAYMARAL,12,SUBA,-74.04937821897461,4.801092475085889,POINT (-74.04937821897461 4.801092475085889),
2011,ALCALDIA,VILLA DEL PRADO,1201,SUBA,-74.0537779,4.7557424,POINT (-74.0537779 4.7557424),SAN JOSE DE BAVARIA
2011,ALCALDIA,12 DE OCTUBRE,270,BARRIOS UNIDOS,-74.07335095099995,4.666941938000036,POINT (-74.07335095099995 4.666941938000036),LOS ALCAZARES
2011,ALCALDIA,BENJAMIN HERRERA,256,BARRIOS UNIDOS,-74.07567930199997,4.652273764000029,POINT (-74.07567930199997 4.652273764000029),LOS ALCAZARES
2011,ALCALDIA,COLOMBIA,189,BARRIOS UNIDOS,-74.06551906299995,4.657375872000046,POINT (-74.06551906299995 4.657375872000046),LOS ALCAZARES
2011,ALCALDIA,ENTRE RIOS,191,BARRIOS UNIDOS,-74.07541461999995,4.680300152000029,POINT (-74.07541461999995 4.680300152000029),LOS ANDES
2011,ALCALDIA,GAITAN,434,BARRIOS UNIDOS,-74.07245197899994,4.674229417000049,POINT (-74.07245197899994 4.674229417000049),DOCE DE OCTUBRE
2011,ALCALDIA,JOSE JOAQUIN VARGAS,459,BARRIOS UNIDOS,-74.08314810399997,4.672682597000062,POINT (-74.08314810399997 4.672682597000062),DOCE DE OCTUBRE
2011,ALCALDIA,LA CASTELLANA,334,BARRIOS UNIDOS,-74.06048851999998,4.682589826000026,POINT (-74.06048851999998 4.682589826000026),LOS ANDES
2011,ALCALDIA,LA MUEQUETA,159,BARRIOS UNIDOS,-74.06936124999999,4.654475367000032,POINT (-74.06936124999999 4.654475367000032),LOS ALCAZARES
2011,ALCALDIA,LA PAZ,206,BARRIOS UNIDOS,-74.07520913799993,4.660220166000045,POINT (-74.07520913799993 4.660220166000045),LOS ALCAZARES
2011,ALCALDIA,LOS ALCAZARES,316,BARRIOS UNIDOS,-74.07035057899998,4.663748039000041,POINT (-74.07035057899998 4.663748039000041),LOS ALCAZARES
2011,ALCALDIA,METROPOLIS,1018,BARRIOS UNIDOS,-74.08229831399996,4.68054472700004,POINT (-74.08229831399996 4.68054472700004),DOCE DE OCTUBRE
2011,ALCALDIA,PATRIA,177,BARRIOS UNIDOS,-74.06517255399996,4.679075652000051,POINT (-74.06517255399996 4.679075652000051),LOS ANDES
2011,ALCALDIA,POLO CLUB,326,BARRIOS UNIDOS,-74.06070016599995,4.669161304000056,POINT (-74.06070016599995 4.669161304000056),LOS ALCAZARES
2011,ALCALDIA,POPULAR MODELO,559,BARRIOS UNIDOS,-74.08165929299997,4.665450646000068,POINT (-74.08165929299997 4.665450646000068),DOCE DE OCTUBRE
2011,ALCALDIA,RIONEGRO,531,BARRIOS UNIDOS,-74.06649724899995,4.684978809000029,POINT (-74.06649724899995 4.684978809000029),LOS ANDES
2011,ALCALDIA,SAN FELIPE,217,BARRIOS UNIDOS,-74.06340934299999,4.666845969000065,POINT (-74.06340934299999 4.666845969000065),LOS ALCAZARES
2011,ALCALDIA,SAN FERNANDO,603,BARRIOS UNIDOS,-74.07670481199995,4.672777722000035,POINT (-74.07670481199995 4.672777722000035),DOCE DE OCTUBRE
2011,ALCALDIA,SANTA SOFIA,433,BARRIOS UNIDOS,-74.06707617899997,4.670677322000074,POINT (-74.06707617899997 4.670677322000074),LOS ALCAZARES
2011,ALCALDIA,SIETE DE AGOSTO,397,BARRIOS UNIDOS,-74.07208126499995,4.654623555000057,POINT (-74.07208126499995 4.654623555000057),LOS ALCAZARES
2011,ALCALDIA,SIMON BOLIVAR,637,BARRIOS UNIDOS,-74.08023466099996,4.675761623000028,POINT (-74.08023466099996 4.675761623000028),DOCE DE OCTUBRE
2011,ALCALDIA,ALFONSO LOPEZ,733,TEUSAQUILLO,-74.100862,4.497976,POINT (-74.100862 4.497976),ALFONSO LOPEZ
2011,ALCALDIA,BELALCAZAR,125,TEUSAQUILLO,-74.078779,4.6413716,POINT (-74.078779 4.6413716),GALERIAS
2011,ALCALDIA,CENTRO NARIÑO,245,TEUSAQUILLO,-74.09149145199996,4.628473686000063,POINT (-74.09149145199996 4.628473686000063),QUINTA PAREDES
2011,ALCALDIA,CHAPINERO,328,TEUSAQUILLO,-74.0750978,4.6511144,POINT (-74.0750978 4.6511144),GALERIAS
2011,ALCALDIA,CIUDAD SALITRE,489,TEUSAQUILLO,-74.10117280899993,4.648558778000051,POINT (-74.10117280899993 4.648558778000051),CIUDAD SALITRE ORIENTAL
2011,ALCALDIA,DIVINO SALVADOR,241,TEUSAQUILLO,-74.06639656599998,4.644427046000033,POINT (-74.06639656599998 4.644427046000033),GALERIAS
2011,ALCALDIA,EL CAMPIN,168,TEUSAQUILLO,-74.07582905499999,4.649279934000049,POINT (-74.07582905499999 4.649279934000049),GALERIAS
2011,ALCALDIA,EL SALITRE,166,TEUSAQUILLO,-74.10011001899994,4.655930620000049,POINT (-74.10011001899994 4.655930620000049),PARQUE SIMON BOLIVAR - CAN
2011,ALCALDIA,LA ESMERALDA,239,TEUSAQUILLO,-74.09103470999997,4.647253998000053,POINT (-74.09103470999997 4.647253998000053),LA ESMERALDA
2011,ALCALDIA,COLEGIO LA MAGDALENA,115,TEUSAQUILLO,-74.07105250499995,4.629350958000032,POINT (-74.07105250499995 4.629350958000032),TEUSAQUILLO
2011,ALCALDIA,NICOLAS DE FEDERMAN,328,TEUSAQUILLO,-74.08198887899994,4.648238759000037,POINT (-74.08198887899994 4.648238759000037),LA ESMERALDA
2011,ALCALDIA,PABLO VI,555,TEUSAQUILLO,-74.08685655099998,4.649792883000032,POINT (-74.08685655099998 4.649792883000032),LA ESMERALDA
2011,ALCALDIA,PABLO VI II ETAPA,212,TEUSAQUILLO,-74.08881135499996,4.650771604000056,POINT (-74.08881135499996 4.650771604000056),LA ESMERALDA
2011,ALCALDIA,PALERMO,559,TEUSAQUILLO,-74.07408780599997,4.638043201000073,POINT (-74.07408780599997 4.638043201000073),GALERIAS
2011,ALCALDIA,QUINTA PAREDES  A,131,TEUSAQUILLO,-74.09153300899999,4.63617090300005,POINT (-74.09153300899999 4.63617090300005),PARQUE SIMON BOLIVAR - CAN
2011,ALCALDIA,QUINTA PAREDES  A,284,TEUSAQUILLO,-74.09153300899999,4.63617090300005,POINT (-74.09153300899999 4.63617090300005),PARQUE SIMON BOLIVAR - CAN
2011,ALCALDIA,RAFAEL NUÑEZ,189,TEUSAQUILLO,-74.09262937299997,4.644623938000052,POINT (-74.09262937299997 4.644623938000052),PARQUE SIMON BOLIVAR - CAN
2011,ALCALDIA,RESIDENCIAS B.C.H.,283,TEUSAQUILLO,-74.08162454299998,4.629672908000032,POINT (-74.08162454299998 4.629672908000032),QUINTA PAREDES
2011,ALCALDIA,SAN LUIS,197,TEUSAQUILLO,-74.06726194899994,4.64830091400006,POINT (-74.06726194899994 4.64830091400006),GALERIAS
2011,ALCALDIA,SANTA TERESITA,178,TEUSAQUILLO,-74.06879445899995,4.634295929000075,POINT (-74.06879445899995 4.634295929000075),TEUSAQUILLO
2011,ALCALDIA,TEUSAQUILLO,301,TEUSAQUILLO,-74.07273435499997,4.621280332000026,POINT (-74.07273435499997 4.621280332000026),TEUSAQUILLO
2011,ALCALDIA,COLSEGUROS,238,LOS MARTIRES,-74.08428456999997,4.621698653000067,POINT (-74.08428456999997 4.621698653000067),LA SABANA
2011,ALCALDIA,EDUARDO SANTOS,602,LOS MARTIRES,-74.09333049699995,4.594339241000057,POINT (-74.09333049699995 4.594339241000057),SANTA ISABEL
2011,ALCALDIA,EL VERGEL,405,LOS MARTIRES,-74.09426546999998,4.596321872000033,POINT (-74.09426546999998 4.596321872000033),SANTA ISABEL
2011,ALCALDIA,ESTACION DE LA SABANA,242,LOS MARTIRES,-74.08335137199998,4.607028938000042,POINT (-74.08335137199998 4.607028938000042),LA SABANA
2011,ALCALDIA,LA ESTANZUELA,601,LOS MARTIRES,-74.08590318299997,4.605598632000067,POINT (-74.08590318299997 4.605598632000067),LA SABANA
2011,ALCALDIA,RICAURTE,643,LOS MARTIRES,-74.09447962199994,4.610112401000038,POINT (-74.09447962199994 4.610112401000038),LA SABANA
2011,ALCALDIA,SAMPER MENDOZA,304,LOS MARTIRES,-74.08305313799997,4.61837266200007,POINT (-74.08305313799997 4.61837266200007),LA SABANA
2011,ALCALDIA,SAN FASON,184,LOS MARTIRES,-74.08133885899997,4.612162252000076,POINT (-74.08133885899997 4.612162252000076),LA SABANA
2011,ALCALDIA,SANTA FE,432,LOS MARTIRES,-74.07940438199995,4.61516279500006,POINT (-74.07940438199995 4.61516279500006),LA SABANA
2011,ALCALDIA,SALON COMUNAL SANTA ISABEL,798,LOS MARTIRES,-74.10290328699995,4.599747278000052,POINT (-74.10290328699995 4.599747278000052),SANTA ISABEL
2011,ALCALDIA,SALON COMUNAL VERAGUAS,442,LOS MARTIRES,-74.10320906899994,4.606667879000042,POINT (-74.10320906899994 4.606667879000042),CIUDAD MONTES
2011,ALCALDIA,CIUDAD BERNA,396,ANTONIO NARINO,-74.09353678399998,4.586132712000051,POINT (-74.09353678399998 4.586132712000051),CIUDAD JARDIN
2011,ALCALDIA,CIUDAD JARDIN,830,ANTONIO NARINO,-74.09646507499997,4.582211686000051,POINT (-74.09646507499997 4.582211686000051),CIUDAD JARDIN
2011,ALCALDIA,LA FRAGUA,331,ANTONIO NARINO,-74.10444052099996,4.594286364000027,POINT (-74.10444052099996 4.594286364000027),RESTREPO
2011,ALCALDIA,LA FRAGUITA,269,ANTONIO NARINO,-74.09889760699997,4.591921058000025,POINT (-74.09889760699997 4.591921058000025),RESTREPO
2011,ALCALDIA,LUNA PARK,218,ANTONIO NARINO,-74.09726188799993,4.587194525000029,POINT (-74.09726188799993 4.587194525000029),RESTREPO
2011,ALCALDIA,POLICARPA,661,ANTONIO NARINO,-74.08822097599995,4.586603001000071,POINT (-74.08822097599995 4.586603001000071),CIUDAD JARDIN
2011,ALCALDIA,RESTREPO A,628,ANTONIO NARINO,-74.09690012899995,4.585244524000075,POINT (-74.09690012899995 4.585244524000075),RESTREPO
2011,ALCALDIA,RESTREPO A,1110,ANTONIO NARINO,-74.09690012899995,4.585244524000075,POINT (-74.09690012899995 4.585244524000075),RESTREPO
2011,ALCALDIA,SALÓN COMUNAL SAN ANTONIO SUR,500,ANTONIO NARINO,-74.09567293699996,4.590876381000044,POINT (-74.09567293699996 4.590876381000044),RESTREPO
2011,ALCALDIA,SANTANDER,190,ANTONIO NARINO,-74.11035550799994,4.589816232000032,POINT (-74.11035550799994 4.589816232000032),RESTREPO
2011,ALCALDIA,SANTANDER SUR,303,ANTONIO NARINO,-74.11432248699998,4.590989214000047,POINT (-74.11432248699998 4.590989214000047),RESTREPO
2011,ALCALDIA,SENA,571,ANTONIO NARINO,-74.11194131099995,4.595189787000038,POINT (-74.11194131099995 4.595189787000038),RESTREPO
2011,ALCALDIA,SALON COMUNAL VILLA MAYOR,663,ANTONIO NARINO,-74.11921227799996,4.592108652000036,POINT (-74.11921227799996 4.592108652000036),RESTREPO
2011,ALCALDIA,ALQUERIA,703,PUENTE ARANDA,-74.1345257,4.5943297,POINT (-74.1345257 4.5943297),MUZU
2011,ALCALDIA,ALCALA,574,PUENTE ARANDA,-74.12717777899996,4.601979993000043,POINT (-74.12717777899996 4.601979993000043),MUZU
2011,ALCALDIA,CARRERA CENTRO COMERCIAL,68,PUENTE ARANDA,-74.10792934599993,4.626474202000054,POINT (-74.10792934599993 4.626474202000054),SAN RAFAEL
2011,ALCALDIA,CIUDAD MONTES,616,PUENTE ARANDA,-74.12029330099995,4.606158372000039,POINT (-74.12029330099995 4.606158372000039),CIUDAD MONTES
2011,ALCALDIA,COLON,1589,PUENTE ARANDA,-74.11942847599994,4.620190372000025,POINT (-74.11942847599994 4.620190372000025),SAN RAFAEL
2011,ALCALDIA,CUNDINAMARCA,114,PUENTE ARANDA,-74.08933231699996,4.622689935000039,POINT (-74.08933231699996 4.622689935000039),ZONA INDUSTRIAL
2011,ALCALDIA,DELICIAS MUZU,595,PUENTE ARANDA,-74.13043865899994,4.599249684000029,POINT (-74.13043865899994 4.599249684000029),MUZU
2011,ALCALDIA,EL JAZMIN,679,PUENTE ARANDA,-74.11487267199993,4.609959443000037,POINT (-74.11487267199993 4.609959443000037),CIUDAD MONTES
2011,ALCALDIA,EL TEJAR,754,PUENTE ARANDA,-74.12752014499995,4.60858481300005,POINT (-74.12752014499995 4.60858481300005),CIUDAD MONTES
2011,ALCALDIA,GALAN,675,PUENTE ARANDA,-74.1224756299999,4.617260904000034,POINT (-74.1224756299999 4.617260904000034),SAN RAFAEL
2011,ALCALDIA,LA ASUNCION,528,PUENTE ARANDA,-74.10681926199999,4.602694444000065,POINT (-74.10681926199999 4.602694444000065),CIUDAD MONTES
2011,ALCALDIA,LA PONDEROSA,567,PUENTE ARANDA,-74.11908075799994,4.611495329000036,POINT (-74.11908075799994 4.611495329000036),CIUDAD MONTES
2011,ALCALDIA,LA PRADERA,374,PUENTE ARANDA,-74.12182556299996,4.623994109000023,POINT (-74.12182556299996 4.623994109000023),SAN RAFAEL
2011,ALCALDIA,LA PRIMAVERA,773,PUENTE ARANDA,-74.10939312699998,4.615518683000062,POINT (-74.10939312699998 4.615518683000062),CIUDAD MONTES
2011,ALCALDIA,LA TRINIDAD,336,PUENTE ARANDA,-74.11704188499994,4.626988280000035,POINT (-74.11704188499994 4.626988280000035),SAN RAFAEL
2011,ALCALDIA,LOS SAUCES,333,PUENTE ARANDA,-74.11885339399998,4.596838563000063,POINT (-74.11885339399998 4.596838563000063),MUZU
2011,ALCALDIA,MILENTA,432,PUENTE ARANDA,-74.12565622599993,4.609531985000046,POINT (-74.12565622599993 4.609531985000046),CIUDAD MONTES
2011,ALCALDIA,PUENTE ARANDA,209,PUENTE ARANDA,-74.10888560299998,4.632026551000024,POINT (-74.10888560299998 4.632026551000024),PUENTE ARANDA
2011,ALCALDIA,SALAZAR GOMEZ,244,PUENTE ARANDA,-74.11809821699995,4.63356439000006,POINT (-74.11809821699995 4.63356439000006),PUENTE ARANDA
2011,ALCALDIA,SAN FRANCISCO,415,PUENTE ARANDA,-74.14905784799998,4.563622939000027,POINT (-74.14905784799998 4.563622939000027),SAN FRANCISCO
2011,ALCALDIA,SAN RAFAEL,603,PUENTE ARANDA,-74.11365582799993,4.619919495000033,POINT (-74.11365582799993 4.619919495000033),SAN RAFAEL
2011,ALCALDIA,SAN ANDRESITO,146,PUENTE ARANDA,-74.10142829999995,4.616956959000049,POINT (-74.10142829999995 4.616956959000049),ZONA INDUSTRIAL
2011,ALCALDIA,SANTA MATILDE,573,PUENTE ARANDA,-74.10943884399995,4.603050434000068,POINT (-74.10943884399995 4.603050434000068),CIUDAD MONTES
2011,ALCALDIA,SANTA RITA,941,PUENTE ARANDA,-74.12372762999996,4.59804774600002,POINT (-74.12372762999996 4.59804774600002),MUZU
2011,ALCALDIA,VERAGUAS CENTRAL,649,PUENTE ARANDA,-74.1010332,4.6068443,POINT (-74.1010332 4.6068443),CIUDAD MONTES
2011,ALCALDIA,VILLA SONIA,533,PUENTE ARANDA,-74.1286128,4.5954515,POINT (-74.1286128 4.5954515),MUZU
2011,ALCALDIA,ALCALDIA MAYOR,865,LA CANDELARIA,-74.0765547,4.598426,POINT (-74.0765547 4.598426),LA CANDELARIA
2011,ALCALDIA,ARCHIVO NACIONAL,251,LA CANDELARIA,-74.07675695231927,4.594296558925359,POINT (-74.07675695231927 4.594296558925359),LA CANDELARIA
2011,ALCALDIA,CARCEL DISTRITAL,13,LA CANDELARIA,-74.07001943899996,4.59294339500002,POINT (-74.07001943899996 4.59294339500002),LA CANDELARIA
2011,ALCALDIA,LA CONCORDIA,448,LA CANDELARIA,-74.06917663199994,4.598773004000066,POINT (-74.06917663199994 4.598773004000066),LA CANDELARIA
2011,ALCALDIA,BRAVO PAEZ,321,RAFAEL URIBE URIBE,-74.12037854099998,4.584800500000028,POINT (-74.12037854099998 4.584800500000028),QUIROGA
2011,ALCALDIA,CENTENARIO,498,RAFAEL URIBE URIBE,-74.11268452199994,4.584835381000062,POINT (-74.11268452199994 4.584835381000062),QUIROGA
2011,ALCALDIA,CIUDAD BOCHICA SUR,1006,RAFAEL URIBE URIBE,-74.1121338199999,4.557649002000062,POINT (-74.1121338199999 4.557649002000062),MARRUECOS
2011,ALCALDIA,CLARET,665,RAFAEL URIBE URIBE,-74.12841806999995,4.583001399000068,POINT (-74.12841806999995 4.583001399000068),QUIROGA
2011,ALCALDIA,COUNTRY SUR,679,RAFAEL URIBE URIBE,-74.10245540999995,4.568172990000051,POINT (-74.10245540999995 4.568172990000051),SAN JOSE
2011,ALCALDIA,EL SOCORRO SUR,505,RAFAEL URIBE URIBE,-74.12448237099994,4.564808620000065,POINT (-74.12448237099994 4.564808620000065),MARRUECOS
2011,ALCALDIA,GRANJAS DE SAN PABLO,337,RAFAEL URIBE URIBE,-74.11613731499995,4.571512927000072,POINT (-74.11613731499995 4.571512927000072),MARCO FIDEL SUAREZ
2011,ALCALDIA,GUSTAVO RESTREPO,630,RAFAEL URIBE URIBE,-74.10616393599997,4.575755499000024,POINT (-74.10616393599997 4.575755499000024),SAN JOSE
2011,ALCALDIA,INGLES,738,RAFAEL URIBE URIBE,-74.12341538999993,4.583322852000038,POINT (-74.12341538999993 4.583322852000038),QUIROGA
2011,ALCALDIA,LA MARQUEZA,246,RAFAEL URIBE URIBE,-74.106957,4.543018,POINT (-74.106957 4.543018),DIANA TURBAY
2011,ALCALDIA,LA PAZ,301,RAFAEL URIBE URIBE,-74.07520913799993,4.660220166000045,POINT (-74.07520913799993 4.660220166000045),LOS ALCAZARES
2011,ALCALDIA,LAS COLINAS,292,RAFAEL URIBE URIBE,-74.11286773499995,4.574369309000076,POINT (-74.11286773499995 4.574369309000076),MARCO FIDEL SUAREZ
2011,ALCALDIA,LAS LOMAS,597,RAFAEL URIBE URIBE,-74.10835908299998,4.564671512000075,POINT (-74.10835908299998 4.564671512000075),MARCO FIDEL SUAREZ
2011,ALCALDIA,LIBERTADOR II,319,RAFAEL URIBE URIBE,-74.11613920499997,4.584036610000055,POINT (-74.11613920499997 4.584036610000055),QUIROGA
2011,ALCALDIA,LOS MOLINOS II SECTOR,693,RAFAEL URIBE URIBE,-74.10769519599995,4.55358904600007,POINT (-74.10769519599995 4.55358904600007),MARRUECOS
2011,ALCALDIA,MARCO FIDEL SUAREZ,532,RAFAEL URIBE URIBE,-74.12201370999998,4.568143763000023,POINT (-74.12201370999998 4.568143763000023),MARCO FIDEL SUAREZ
2011,ALCALDIA,MARCO FIDEL SUAREZ,715,RAFAEL URIBE URIBE,-74.12201370999998,4.568143763000023,POINT (-74.12201370999998 4.568143763000023),MARCO FIDEL SUAREZ
2011,ALCALDIA,MARRUECOS APARTAMENTOS,602,RAFAEL URIBE URIBE,-74.11256656599994,4.554367677000073,POINT (-74.11256656599994 4.554367677000073),MARRUECOS
2011,ALCALDIA,MIRADOR DE MARROCOS,103,RAFAEL URIBE URIBE,-74.11357177299993,4.557800496000027,POINT (-74.11357177299993 4.557800496000027),MARRUECOS
2011,ALCALDIA,MOLINOS DEL SUR,1372,RAFAEL URIBE URIBE,-74.11787294099997,4.555161542000064,POINT (-74.11787294099997 4.555161542000064),MARRUECOS
2011,ALCALDIA,OLAYA,466,RAFAEL URIBE URIBE,-74.10905678999995,4.583496479000075,POINT (-74.10905678999995 4.583496479000075),QUIROGA
2011,ALCALDIA,PALERMO SUR,424,RAFAEL URIBE URIBE,-74.10971793799996,4.543099721000033,POINT (-74.10971793799996 4.543099721000033),DIANA TURBAY
2011,ALCALDIA,PROVIDENCIA,83,RAFAEL URIBE URIBE,-74.12083405699997,4.56171992000003,POINT (-74.12083405699997 4.56171992000003),MARRUECOS
2011,ALCALDIA,QUIROGA,279,RAFAEL URIBE URIBE,-74.11055171399994,4.579222339000069,POINT (-74.11055171399994 4.579222339000069),QUIROGA
2011,ALCALDIA,QUIROGA,203,RAFAEL URIBE URIBE,-74.11055171399994,4.579222339000069,POINT (-74.11055171399994 4.579222339000069),QUIROGA
2011,ALCALDIA,QUIROGA,902,RAFAEL URIBE URIBE,-74.11055171399994,4.579222339000069,POINT (-74.11055171399994 4.579222339000069),QUIROGA
2011,ALCALDIA,RESURRECCION,292,RAFAEL URIBE URIBE,-74.10933182899998,4.56841423700007,POINT (-74.10933182899998 4.56841423700007),MARCO FIDEL SUAREZ
2011,ALCALDIA,SAN AGUSTIN SUR,940,RAFAEL URIBE URIBE,-74.11336675299998,4.547747282000046,POINT (-74.11336675299998 4.547747282000046),DIANA TURBAY
2011,ALCALDIA,SAN JORGE,717,RAFAEL URIBE URIBE,-74.12034817099999,4.571727375000023,POINT (-74.12034817099999 4.571727375000023),MARCO FIDEL SUAREZ
2011,ALCALDIA,SAN JOSE,642,RAFAEL URIBE URIBE,-74.10269822499998,4.577056372000072,POINT (-74.10269822499998 4.577056372000072),SAN JOSE
2011,ALCALDIA,SAN JUANITO,154,RAFAEL URIBE URIBE,-74.11959751699999,4.575572201000057,POINT (-74.11959751699999 4.575572201000057),MARCO FIDEL SUAREZ
2011,ALCALDIA,SANTA LUCIA,497,RAFAEL URIBE URIBE,-74.12599363799995,4.577615822000041,POINT (-74.12599363799995 4.577615822000041),QUIROGA
2011,ALCALDIA,VILLA MAYOR LA NUEVA,298,RAFAEL URIBE URIBE,-74.12704196399994,4.589394040000059,POINT (-74.12704196399994 4.589394040000059),QUIROGA
2011,ALCALDIA,ARBORIZADORA ALTA,749,CIUDAD BOLIVAR,-74.16372346699995,4.56785762700002,POINT (-74.16372346699995 4.56785762700002),JERUSALEM
2011,ALCALDIA,ALTOS DE JALISCO,120,CIUDAD BOLIVAR,-74.13929741599998,4.55577596400002,POINT (-74.13929741599998 4.55577596400002),LUCERO
2011,ALCALDIA,CARCEL DISTRITAL JUDICIAL MODELO,6,CIUDAD BOLIVAR,-74.15152411799994,4.575463316000025,POINT (-74.15152411799994 4.575463316000025),ARBORIZADORA
2011,ALCALDIA,BRISAS DEL VOLADOR,33,CIUDAD BOLIVAR,-74.15459903699997,4.54108558300004,POINT (-74.15459903699997 4.54108558300004),LUCERO
2011,ALCALDIA,LA CANDELARIA LA NUEVA,1670,CIUDAD BOLIVAR,-74.15287385199997,4.571103852000022,POINT (-74.15287385199997 4.571103852000022),SAN FRANCISCO
2011,ALCALDIA,CARACOLI,96,CIUDAD BOLIVAR,-74.17131687999995,4.573011738000048,POINT (-74.17131687999995 4.573011738000048),ISMAEL PERDOMO
2011,ALCALDIA,CASA GRANDE,181,CIUDAD BOLIVAR,-74.16021815799996,4.58154711100002,POINT (-74.16021815799996 4.58154711100002),ISMAEL PERDOMO
2011,ALCALDIA,CASONA DEL LIBERTADOR,1107,CIUDAD BOLIVAR,-74.15763600299994,4.579283381000039,POINT (-74.15763600299994 4.579283381000039),JERUSALEM
2011,ALCALDIA,CORDILLERA,132,CIUDAD BOLIVAR,-74.14964727999995,4.539866762000031,POINT (-74.14964727999995 4.539866762000031),LUCERO
2011,ALCALDIA,DIVINO NIÑO,69,CIUDAD BOLIVAR,-74.13810351699993,4.537809185000071,POINT (-74.13810351699993 4.537809185000071),EL TESORO
2011,ALCALDIA,EL PARAISO,478,CIUDAD BOLIVAR,-74.15899211599998,4.552388765000046,POINT (-74.15899211599998 4.552388765000046),LUCERO
2011,ALCALDIA,EL TESORO,406,CIUDAD BOLIVAR,-74.14944513799998,4.534972583000069,POINT (-74.14944513799998 4.534972583000069),EL TESORO
