año,corporacion,lugar,votacion,localidad,longitud,latitud,geometry,upz
2007,CONCEJO,PUESTO CENSO(FERIA EXPOSICION),1904,NACIONAL,-74.08994026099998,4.630369649000045,POINT (-74.08994026099998 4.630369649000045),QUINTA PAREDES
2007,CONCEJO,ALTOS DE SAN ISIDRO,19,USAQUEN,-74.0244897,4.6696769,POINT (-74.0244897 4.6696769),SAN ISIDRO - PATIOS
2007,CONCEJO,BARRANCAS,143,USAQUEN,-74.0269239,4.7352201,POINT (-74.0269239 4.7352201),SAN CRISTOBAL NORTE
2007,CONCEJO,BUENAVISTA,7,USAQUEN,-74.02579167099998,4.766856689000065,POINT (-74.02579167099998 4.766856689000065),VERBENAL
2007,CONCEJO,CANAIMA,14,USAQUEN,-74.04098847999995,4.772747019000064,POINT (-74.04098847999995 4.772747019000064),PASEO DE LOS LIBERTADORES
2007,CONCEJO,LOS CEDRITOS,469,USAQUEN,-74.0455034,4.7242924,POINT (-74.0455034 4.7242924),LOS CEDROS
2007,CONCEJO,CEDRITOS II SECTOR,954,USAQUEN,-74.03989464361008,4.725161840959483,POINT (-74.03989464361008 4.725161840959483),LOS CEDROS
2007,CONCEJO,ALQUERIA,74,PUENTE ARANDA,-74.1345257,4.5943297,POINT (-74.1345257 4.5943297),MUZU
2007,CONCEJO,CONTADOR,984,USAQUEN,-74.0480373,4.7116123,POINT (-74.0480373 4.7116123),COUNTRY CLUB
2007,CONCEJO,EL VERBENAL II SECTOR,89,USAQUEN,-74.0375706,4.7641288,POINT (-74.0375706 4.7641288),VERBENAL
2007,CONCEJO,LA CITA,216,USAQUEN,-74.0227166,4.7449208,POINT (-74.0227166 4.7449208),LA URIBE
2007,CONCEJO,LA URIBE,135,USAQUEN,-74.0450134,4.7523999,POINT (-74.0450134 4.7523999),LA URIBE
2007,CONCEJO,LAS MARGARITAS,1232,USAQUEN,-74.0470339940858,4.73247890295971,POINT (-74.0470339940858 4.73247890295971),LOS CEDROS
2007,CONCEJO,LAS ORQUIDEAS,137,USAQUEN,-74.04022487333644,4.742062972948161,POINT (-74.04022487333644 4.742062972948161),TOBERIN
2007,CONCEJO,LIJACA,39,USAQUEN,-74.02799443399994,4.765537425000048,POINT (-74.02799443399994 4.765537425000048),VERBENAL
2007,CONCEJO,SALÓN COMUNAL SAN ANTONIO,47,USAQUEN,-74.0321796349869,4.76460865457396,POINT (-74.0321796349869 4.76460865457396),VERBENAL
2007,CONCEJO,SANTA ANA ORIENTAL,697,USAQUEN,-74.0320003446318,4.686688896535118,POINT (-74.0320003446318 4.686688896535118),USAQUEN
2007,CONCEJO,SANTA BARBARA OCCIDENTAL,546,USAQUEN,-74.0494267,4.7008515,POINT (-74.0494267 4.7008515),SANTA BARBARA
2007,CONCEJO,SANTA BARBARA ORIENTAL,402,USAQUEN,-74.030432,4.6981675,POINT (-74.030432 4.6981675),USAQUEN
2007,CONCEJO,SANTA PAULA,332,USAQUEN,-74.04258361999996,4.690482880000047,POINT (-74.04258361999996 4.690482880000047),SANTA BARBARA
2007,CONCEJO,CENTRO COMERCIAL UNICENTRO,2642,USAQUEN,-74.04262499899994,4.702378772000031,POINT (-74.04262499899994 4.702378772000031),SANTA BARBARA
2007,CONCEJO,USAQUÉN,683,USAQUEN,-74.03094040199994,4.695968200000038,POINT (-74.03094040199994 4.695968200000038),USAQUEN
2007,CONCEJO,AVENIDA CHILE,318,CHAPINERO,-74.059637,4.6576875,POINT (-74.059637 4.6576875),CHICO LAGO
2007,CONCEJO,BOSQUE CALDERON,112,CHAPINERO,-74.0605512,4.6410711,POINT (-74.0605512 4.6410711),PARDO RUBIO
2007,CONCEJO,CHAPINERO NORTE,693,CHAPINERO,-74.0629969,4.6530765,POINT (-74.0629969 4.6530765),CHAPINERO
2007,CONCEJO,CHICO 97,687,CHAPINERO,-74.04965463599996,4.685075567000069,POINT (-74.04965463599996 4.685075567000069),CHICO LAGO
2007,CONCEJO,CHICO NORTE,628,CHAPINERO,-74.04965463599996,4.685075567000069,POINT (-74.04965463599996 4.685075567000069),CHICO LAGO
2007,CONCEJO,CHICO RESERVADO,581,CHAPINERO,-74.04422465799996,4.679733713000076,POINT (-74.04422465799996 4.679733713000076),EL REFUGIO
2007,CONCEJO,EL LAGO GAITAN,175,CHAPINERO,-74.07820828312313,4.604816474737992,POINT (-74.07820828312313 4.604816474737992),LAS NIEVES
2007,CONCEJO,EL NOGAL,457,CHAPINERO,-74.0535638,4.6603208,POINT (-74.0535638 4.6603208),EL REFUGIO
2007,CONCEJO,GRANADA,50,CHAPINERO,-74.0542202,4.6477537,POINT (-74.0542202 4.6477537),PARDO RUBIO
2007,CONCEJO,MARLY,304,CHAPINERO,-74.0645593,4.6324629,POINT (-74.0645593 4.6324629),CHAPINERO
2007,CONCEJO,PARQUE LOURDES,139,CHAPINERO,-74.0596186,4.6509837,POINT (-74.0596186 4.6509837),CHAPINERO
2007,CONCEJO,SAN LUIS,14,CHAPINERO,-74.06726194899994,4.64830091400006,POINT (-74.06726194899994 4.64830091400006),GALERIAS
2007,CONCEJO,BIBLIOTECA DIST.ANTONIO NARIÑO,14,SANTA FE,-74.07827843555914,4.604774932009518,POINT (-74.07827843555914 4.604774932009518),LAS NIEVES
2007,CONCEJO,CAMILO TORRES,86,SANTA FE,-74.06658511799998,4.620288446000075,POINT (-74.06658511799998 4.620288446000075),SAGRADO CORAZON
2007,CONCEJO,CENTRO ORIENTE,12,SANTA FE,-74.07394485299994,4.589504470000065,POINT (-74.07394485299994 4.589504470000065),LOURDES
2007,CONCEJO,EL CONSUELO,19,SANTA FE,-74.07114749899995,4.580839076000075,POINT (-74.07114749899995 4.580839076000075),LOURDES
2007,CONCEJO,EL VERJON,1,SANTA FE,-74.02245577399998,4.605824588000075,POINT (-74.02245577399998 4.605824588000075),
2007,CONCEJO,GIRARDOT,12,SANTA FE,-74.07299620499998,4.587580039000045,POINT (-74.07299620499998 4.587580039000045),LOURDES
2007,CONCEJO,LA PERSEVERANCIA,40,SANTA FE,-74.06450466499996,4.617777998000065,POINT (-74.06450466499996 4.617777998000065),LA MACARENA
2007,CONCEJO,LAS AGUAS,56,SANTA FE,-74.06592860099994,4.604145636000055,POINT (-74.06592860099994 4.604145636000055),LA MACARENA
2007,CONCEJO,LAS CRUCES,155,SANTA FE,-74.08225487599998,4.592220084000076,POINT (-74.08225487599998 4.592220084000076),LAS CRUCES
2007,CONCEJO,LAS NIEVES,54,SANTA FE,-74.06913089899996,4.605013588000077,POINT (-74.06913089899996 4.605013588000077),LAS NIEVES
2007,CONCEJO,LOS LACHES,30,SANTA FE,-74.06663596699997,4.587465473000066,POINT (-74.06663596699997 4.587465473000066),LOURDES
2007,CONCEJO,PARQUE SANTANDER,80,SANTA FE,-74.0725651,4.6020053,POINT (-74.0725651 4.6020053),LAS NIEVES
2007,CONCEJO,POLICARPA SALAVARRIETA,95,SANTA FE,-74.06780815299999,4.614912219000075,POINT (-74.06780815299999 4.614912219000075),SAGRADO CORAZON
2007,CONCEJO,SAN BERNARDO,14,SANTA FE,-74.08471557899998,4.593608135000068,POINT (-74.08471557899998 4.593608135000068),LAS CRUCES
2007,CONCEJO,SANTA INES - SAN VICTORINO,11,SANTA FE,-74.075983,4.6037209,POINT (-74.075983 4.6037209),LAS NIEVES
2007,CONCEJO,20 DE JULIO SEDE B,55,SAN CRISTOBAL,-74.09452945499999,4.571464270000035,POINT (-74.09452945499999 4.571464270000035),20 DE JULIO
2007,CONCEJO,ALTAMIRA,28,SAN CRISTOBAL,-74.08484396199998,4.545385692000025,POINT (-74.08484396199998 4.545385692000025),LA GLORIA
2007,CONCEJO,ARBOLEDA SUR,8,SAN CRISTOBAL,-74.09111476899994,4.579195660000039,POINT (-74.09111476899994 4.579195660000039),SOSIEGO
2007,CONCEJO,BELLO HORIZONTE,16,SAN CRISTOBAL,-74.09247453299997,4.559956495000051,POINT (-74.09247453299997 4.559956495000051),20 DE JULIO
2007,CONCEJO,CANADA GUIRA,1,SAN CRISTOBAL,-74.09879301299998,4.544384960000059,POINT (-74.09879301299998 4.544384960000059),LOS LIBERTADORES
2007,CONCEJO,EL QUINDIO,3,SAN CRISTOBAL,-74.08281201799997,4.537394023000047,POINT (-74.08281201799997 4.537394023000047),LA GLORIA
2007,CONCEJO,GUACAMAYAS II SECTOR,12,SAN CRISTOBAL,-74.10002307994216,4.559268276283567,POINT (-74.10002307994216 4.559268276283567),LA GLORIA
2007,CONCEJO,JUAN REY,3,SAN CRISTOBAL,-74.08995580399994,4.522433833000036,POINT (-74.08995580399994 4.522433833000036),LOS LIBERTADORES
2007,CONCEJO,LA GLORIA,24,SAN CRISTOBAL,-74.08928989799995,4.541038678000064,POINT (-74.08928989799995 4.541038678000064),LOS LIBERTADORES
2007,CONCEJO,ESCUELA LA VICTORIA B,44,SAN CRISTOBAL,-74.09391079499994,4.554348808000043,POINT (-74.09391079499994 4.554348808000043),LA GLORIA
2007,CONCEJO,LAS BRISAS,8,SAN CRISTOBAL,-74.08007909299994,4.57683851500002,POINT (-74.08007909299994 4.57683851500002),SOSIEGO
2007,CONCEJO,LAS MERCEDES,12,SAN CRISTOBAL,-74.08081979099995,4.569269680000048,POINT (-74.08081979099995 4.569269680000048),SAN BLAS
2007,CONCEJO,LOS LIBERTADORES,16,SAN CRISTOBAL,-74.09086297499994,4.534402597000053,POINT (-74.09086297499994 4.534402597000053),LOS LIBERTADORES
2007,CONCEJO,MONTEBELLO,28,SAN CRISTOBAL,-74.08799157699997,4.56674681800007,POINT (-74.08799157699997 4.56674681800007),20 DE JULIO
2007,CONCEJO,PRIMERA DE MAYO,29,SAN CRISTOBAL,-74.09008012099997,4.574318484000059,POINT (-74.09008012099997 4.574318484000059),SOSIEGO
2007,CONCEJO,RAMAJAL,17,SAN CRISTOBAL,-74.08363441199998,4.562173595000047,POINT (-74.08363441199998 4.562173595000047),SAN BLAS
2007,CONCEJO,REPUBLICA DEL CANADA,18,SAN CRISTOBAL,-74.08732730199995,4.53577178300003,POINT (-74.08732730199995 4.53577178300003),LOS LIBERTADORES
2007,CONCEJO,SAN BLAS,23,SAN CRISTOBAL,-74.08486411199993,4.571123991000036,POINT (-74.08486411199993 4.571123991000036),SOSIEGO
2007,CONCEJO,SAN CRISTOBAL,33,SAN CRISTOBAL,-74.0944791,4.568535,POINT (-74.0944791 4.568535),20 DE JULIO
2007,CONCEJO,SAN ISIDRO,25,SAN CRISTOBAL,-74.10093586299996,4.565904587000034,POINT (-74.10093586299996 4.565904587000034),20 DE JULIO
2007,CONCEJO,SAN MARTIN DE LOBA SUR,9,SAN CRISTOBAL,-74.09566884599997,4.552086761000055,POINT (-74.09566884599997 4.552086761000055),LA GLORIA
2007,CONCEJO,SAN PEDRO SUR ORIENTAL,12,SAN CRISTOBAL,-74.08717515099994,4.564504542000066,POINT (-74.08717515099994 4.564504542000066),20 DE JULIO
2007,CONCEJO,SANTA ANA SUR,48,SAN CRISTOBAL,-74.08415687399997,4.577041486000041,POINT (-74.08415687399997 4.577041486000041),SOSIEGO
2007,CONCEJO,SOSIEGO,29,SAN CRISTOBAL,-74.09301011799994,4.576361586000075,POINT (-74.09301011799994 4.576361586000075),SOSIEGO
2007,CONCEJO,VILLA DE LOS ALPES,33,SAN CRISTOBAL,-74.09844988499998,4.561453494000034,POINT (-74.09844988499998 4.561453494000034),20 DE JULIO
2007,CONCEJO,VILLA DEL CERRO,10,SAN CRISTOBAL,-74.09562216299997,4.544188748000067,POINT (-74.09562216299997 4.544188748000067),LOS LIBERTADORES
2007,CONCEJO,ALMIRANTE PADILLA,19,USME,-74.11190314099997,4.512266250000039,POINT (-74.11190314099997 4.512266250000039),GRAN YOMASA
2007,CONCEJO,EL BOSQUE,9,USME,-74.10311553799994,4.506018318000031,POINT (-74.10311553799994 4.506018318000031),GRAN YOMASA
2007,CONCEJO,EL DANUBIO AZUL,4,USME,-74.11502143899997,4.537765720000039,POINT (-74.11502143899997 4.537765720000039),DANUBIO
2007,CONCEJO,EL DESTINO,3,USME,-74.13895919099997,4.408202995000067,POINT (-74.13895919099997 4.408202995000067),
2007,CONCEJO,EL VIRREY,21,USME,-74.11179901,4.50250233600002,POINT (-74.11179901 4.50250233600002),COMUNEROS
2007,CONCEJO,LA AURORA,35,USME,-74.12113946399995,4.521681535000027,POINT (-74.12113946399995 4.521681535000027),GRAN YOMASA
2007,CONCEJO,LA FISCALA,9,USME,-74.11172754099994,4.533770827000069,POINT (-74.11172754099994 4.533770827000069),DANUBIO
2007,CONCEJO,LA FLORA,6,USME,-74.09120984199996,4.513289875000055,POINT (-74.09120984199996 4.513289875000055),LA FLORA
2007,CONCEJO,LA FORTALEZA,6,USME,-74.11916043499997,4.517830869000022,POINT (-74.11916043499997 4.517830869000022),GRAN YOMASA
2007,CONCEJO,LOS COMUNEROS,7,USME,-74.10874844399996,4.498587950000058,POINT (-74.10874844399996 4.498587950000058),COMUNEROS
2007,CONCEJO,MARICHUELA,22,USME,-74.11698187599995,4.512414104000072,POINT (-74.11698187599995 4.512414104000072),GRAN YOMASA
2007,CONCEJO,MONTEBLANCO,20,USME,-74.11504819099997,4.49678054900005,POINT (-74.11504819099997 4.49678054900005),COMUNEROS
2007,CONCEJO,SANTA LIBRADA,29,USME,-74.11594454099998,4.519357661000072,POINT (-74.11594454099998 4.519357661000072),GRAN YOMASA
2007,CONCEJO,SANTA MARTA,15,USME,-74.11562807999996,4.525273169000059,POINT (-74.11562807999996 4.525273169000059),GRAN YOMASA
2007,CONCEJO,USME,9,USME,-74.12153515999995,4.472581938000076,POINT (-74.12153515999995 4.472581938000076),CIUDAD USME
2007,CONCEJO,USMINIA,6,USME,-74.11448729499995,4.495438658000069,POINT (-74.11448729499995 4.495438658000069),COMUNEROS
2007,CONCEJO,VALLES DE CAFAM,8,USME,-74.11805941599994,4.507653595000022,POINT (-74.11805941599994 4.507653595000022),COMUNEROS
2007,CONCEJO,VILLA HERMOSA,13,USME,-74.10232047799997,4.493986247000066,POINT (-74.10232047799997 4.493986247000066),ALFONSO LOPEZ
2007,CONCEJO,ABRAHAM LINCOLN,13,TUNJUELITO,-74.12380751399996,4.555324423000059,POINT (-74.12380751399996 4.555324423000059),TUNJUELITO
2007,CONCEJO,"EL CARMEN SUR ""A""",23,TUNJUELITO,-74.13231081699996,4.582996852000065,POINT (-74.13231081699996 4.582996852000065),VENECIA
2007,CONCEJO,"EL TUNAL ""A""",179,TUNJUELITO,-74.13192148,4.575923139000054,POINT (-74.13192148 4.575923139000054),VENECIA
2007,CONCEJO,"FATIMA ""A""",49,TUNJUELITO,-74.13798926899995,4.585521978000031,POINT (-74.13798926899995 4.585521978000031),VENECIA
2007,CONCEJO,ISLA DEL SOL,11,TUNJUELITO,-74.15250680099996,4.589211385000056,POINT (-74.15250680099996 4.589211385000056),VENECIA
2007,CONCEJO,"NUEVO MUZU  ""A""",29,TUNJUELITO,-74.14759957699994,4.586123155000053,POINT (-74.14759957699994 4.586123155000053),VENECIA
2007,CONCEJO,SAN CARLOS,29,TUNJUELITO,-74.12815740499997,4.569460392000053,POINT (-74.12815740499997 4.569460392000053),TUNJUELITO
2007,CONCEJO,SAN VICENTE FERRER,29,TUNJUELITO,-74.13827658499997,4.577185763000045,POINT (-74.13827658499997 4.577185763000045),VENECIA
2007,CONCEJO,TUNJUELITO A,22,TUNJUELITO,-74.12478150499999,4.559472671000037,POINT (-74.12478150499999 4.559472671000037),TUNJUELITO
2007,CONCEJO,VENECIA A,67,TUNJUELITO,-74.14358300899994,4.59223242500002,POINT (-74.14358300899994 4.59223242500002),VENECIA
2007,CONCEJO,VENECIA A,8,TUNJUELITO,-74.14358300899994,4.59223242500002,POINT (-74.14358300899994 4.59223242500002),VENECIA
2007,CONCEJO,BOSA,125,BOSA,-74.18578013099994,4.611585041000069,POINT (-74.18578013099994 4.611585041000069),BOSA CENTRAL
2007,CONCEJO,BOSANOVA,25,BOSA,-74.188373,4.622721,POINT (-74.188373 4.622721),BOSA OCCIDENTAL
2007,CONCEJO,BRASILIA,22,BOSA,-74.11643953199996,4.51760874100006,POINT (-74.11643953199996 4.51760874100006),GRAN YOMASA
2007,CONCEJO,CARLOS ALBAN,33,BOSA,-74.19756533399999,4.605714728000066,POINT (-74.19756533399999 4.605714728000066),BOSA CENTRAL
2007,CONCEJO,EL PORVENIR,9,BOSA,-74.18362205699998,4.635898909000048,POINT (-74.18362205699998 4.635898909000048),EL PORVENIR
2007,CONCEJO,EL RECREO,27,BOSA,-74.20148261099996,4.627533565000022,POINT (-74.20148261099996 4.627533565000022),TINTAL SUR
2007,CONCEJO,ISLANDIA,9,BOSA,-74.20035773099994,4.616162771000063,POINT (-74.20035773099994 4.616162771000063),BOSA CENTRAL
2007,CONCEJO,JIMENEZ DE QUESADA,20,BOSA,-74.18843550999998,4.606190850000075,POINT (-74.18843550999998 4.606190850000075),BOSA CENTRAL
2007,CONCEJO,JOSE ANTONIO GALAN,45,BOSA,-74.17896635799997,4.606142614000021,POINT (-74.17896635799997 4.606142614000021),BOSA CENTRAL
2007,CONCEJO,LA AMISTAD,25,BOSA,-74.14812764599998,4.623422550000043,POINT (-74.14812764599998 4.623422550000043),KENNEDY CENTRAL
2007,CONCEJO,LA ESPERANZA,5,BOSA,-74.20536969899996,4.609695983000051,POINT (-74.20536969899996 4.609695983000051),BOSA CENTRAL
2007,CONCEJO,LA ESTACION,43,BOSA,-74.18081058199994,4.60111936100003,POINT (-74.18081058199994 4.60111936100003),BOSA CENTRAL
2007,CONCEJO,LA LIBERTAD,47,BOSA,-74.19449057699995,4.625125380000043,POINT (-74.19449057699995 4.625125380000043),BOSA OCCIDENTAL
2007,CONCEJO,LAURELES,21,BOSA,-74.20015505899994,4.609059013000035,POINT (-74.20015505899994 4.609059013000035),BOSA CENTRAL
2007,CONCEJO,NUEVO CHILE,17,BOSA,-74.16626320399996,4.603305502000069,POINT (-74.16626320399996 4.603305502000069),APOGEO
2007,CONCEJO,JARDIN INFANTIL OLARTE,58,BOSA,-74.16323479399995,4.603148889000067,POINT (-74.16323479399995 4.603148889000067),APOGEO
2007,CONCEJO,PALESTINA,11,BOSA,-74.19364580199993,4.611871835000045,POINT (-74.19364580199993 4.611871835000045),BOSA CENTRAL
2007,CONCEJO,COLEGIO PAULO VI SEDE A,15,BOSA,-74.15802882799994,4.620888029000071,POINT (-74.15802882799994 4.620888029000071),KENNEDY CENTRAL
2007,CONCEJO,PIAMONTE,70,BOSA,-74.19074859799997,4.606868318000068,POINT (-74.19074859799997 4.606868318000068),BOSA CENTRAL
2007,CONCEJO,SAN BERNARDINO,4,BOSA,-74.20614751399995,4.623649620000037,POINT (-74.20614751399995 4.623649620000037),BOSA OCCIDENTAL
2007,CONCEJO,SAN JOSE,6,BOSA,-74.10269822499998,4.577056372000072,POINT (-74.10269822499998 4.577056372000072),SAN JOSE
2007,CONCEJO,SANTA FE DE BOSA,6,BOSA,-74.19523999299997,4.64115361100005,POINT (-74.19523999299997 4.64115361100005),EL PORVENIR
2007,CONCEJO,SURBANA,32,BOSA,-74.16766293699999,4.597031586000071,POINT (-74.16766293699999 4.597031586000071),APOGEO
2007,CONCEJO,VILLA DEL RIO,118,BOSA,-74.15738736799995,4.602225416000067,POINT (-74.15738736799995 4.602225416000067),APOGEO
2007,CONCEJO,ALMENAR,150,KENNEDY,-74.17039948099995,4.619730318000052,POINT (-74.17039948099995 4.619730318000052),GRAN BRITALIA
2007,CONCEJO,ALOHA,45,KENNEDY,-74.13324789799998,4.632901238000045,POINT (-74.13324789799998 4.632901238000045),BAVARIA
2007,CONCEJO,ALQUERIA DE LA FRAGUA,77,KENNEDY,-74.1321490829876,4.6069947558269,POINT (-74.1321490829876 4.6069947558269),CARVAJAL
2007,CONCEJO,AVENIDA BOYACA SUR,48,KENNEDY,-74.1370055,4.5466035,POINT (-74.1370055 4.5466035),EL TESORO
2007,CONCEJO,BANDERAS,31,KENNEDY,-74.1512936,4.6314084,POINT (-74.1512936 4.6314084),KENNEDY CENTRAL
2007,CONCEJO,BOITA,15,KENNEDY,-74.15258212699996,4.602362910000068,POINT (-74.15258212699996 4.602362910000068),TIMIZA
2007,CONCEJO,BRITALIA,32,KENNEDY,-74.17301132799997,4.625309595000033,POINT (-74.17301132799997 4.625309595000033),GRAN BRITALIA
2007,CONCEJO,CAMILO TORRES,112,KENNEDY,-74.06658511799998,4.620288446000075,POINT (-74.06658511799998 4.620288446000075),SAGRADO CORAZON
2007,CONCEJO,CARIMAGUA,19,KENNEDY,-74.1456912,4.6114712,POINT (-74.1456912 4.6114712),CARVAJAL
2007,CONCEJO,CARVAJAL I SECTOR,114,KENNEDY,-74.13825329614068,4.615126174317189,POINT (-74.13825329614068 4.615126174317189),CARVAJAL
2007,CONCEJO,CASTILLA,99,KENNEDY,-74.1433359,4.6400199,POINT (-74.1433359 4.6400199),CASTILLA
2007,CONCEJO,CATALINA,41,KENNEDY,-74.16898937599996,4.610011166000049,POINT (-74.16898937599996 4.610011166000049),TIMIZA
2007,CONCEJO,CLASS,33,KENNEDY,-74.17890293099998,4.614181763000033,POINT (-74.17890293099998 4.614181763000033),GRAN BRITALIA
2007,CONCEJO,EL SAUCEDAL,34,KENNEDY,-74.16282556699997,4.633038830000032,POINT (-74.16282556699997 4.633038830000032),CORABASTOS
2007,CONCEJO,ESTADOS UNIDOS SUPER 13,29,KENNEDY,-74.16032958799997,4.625627870000073,POINT (-74.16032958799997 4.625627870000073),CORABASTOS
2007,CONCEJO,FAVIDI VISION DE COLOMBIA,15,KENNEDY,-74.1350275,4.6482265,POINT (-74.1350275 4.6482265),CASTILLA
2007,CONCEJO,FCO. JOSE DE CALDAS,60,KENNEDY,-74.15475287168277,4.628956291867225,POINT (-74.15475287168277 4.628956291867225),KENNEDY CENTRAL
2007,CONCEJO,FLORALIA,37,KENNEDY,-74.13231108999997,4.608704879000072,POINT (-74.13231108999997 4.608704879000072),CARVAJAL
2007,CONCEJO,GRAN COLOMBIANO,60,KENNEDY,-74.16282961299999,4.621250330000066,POINT (-74.16282961299999 4.621250330000066),KENNEDY CENTRAL
2007,CONCEJO,KENEDDY SUPER 2,27,KENNEDY,-74.1457321610863,4.622146763469804,POINT (-74.1457321610863 4.622146763469804),KENNEDY CENTRAL
2007,CONCEJO,KENNEDY - CARULLA,41,KENNEDY,-74.15204866859122,4.625329605798465,POINT (-74.15204866859122 4.625329605798465),KENNEDY CENTRAL
2007,CONCEJO,KENNEDY LEY,52,KENNEDY,-74.14873786438484,4.624146457405746,POINT (-74.14873786438484 4.624146457405746),KENNEDY CENTRAL
2007,CONCEJO,KENNEDY SUPER 8,74,KENNEDY,-74.15083364867328,4.623712339091912,POINT (-74.15083364867328 4.623712339091912),KENNEDY CENTRAL
2007,CONCEJO,LA CHUCUA,52,KENNEDY,-74.14854789299994,4.603639944000065,POINT (-74.14854789299994 4.603639944000065),TIMIZA
2007,CONCEJO,LA FLORESTA SUR,47,KENNEDY,-74.12744374299996,4.620795857000076,POINT (-74.12744374299996 4.620795857000076),AMERICAS
2007,CONCEJO,LA MACARENA,67,KENNEDY,-74.0657523,4.6135854,POINT (-74.0657523 4.6135854),LA MACARENA
2007,CONCEJO,LAS AMERICAS SEDE A,91,KENNEDY,-74.15062750199996,4.616765260000022,POINT (-74.15062750199996 4.616765260000022),CARVAJAL
2007,CONCEJO,LAS PALMERAS,54,KENNEDY,-74.16940801399994,4.640645230000075,POINT (-74.16940801399994 4.640645230000075),PATIO BONITO
2007,CONCEJO,LOS PERIODISTAS,62,KENNEDY,-74.15832380899997,4.617388222000045,POINT (-74.15832380899997 4.617388222000045),KENNEDY CENTRAL
2007,CONCEJO,MANDALAY,29,KENNEDY,-74.1439971,4.6284086,POINT (-74.1439971 4.6284086),AMERICAS
2007,CONCEJO,MARIA PAZ,59,KENNEDY,-74.15796743599998,4.636868682000056,POINT (-74.15796743599998 4.636868682000056),CORABASTOS
2007,CONCEJO,MARSELLA,41,KENNEDY,-74.12731736499995,4.632151289000035,POINT (-74.12731736499995 4.632151289000035),BAVARIA
2007,CONCEJO,MULTIFAMILIARES LAGO DE TIMIZ,23,KENNEDY,-74.15944930776018,4.610043391449132,POINT (-74.15944930776018 4.610043391449132),TIMIZA
2007,CONCEJO,PATIO BONITO I SECTOR,142,KENNEDY,-74.16321590229937,4.638212332275138,POINT (-74.16321590229937 4.638212332275138),PATIO BONITO
2007,CONCEJO,PATIO BONITO II SECTOR,101,KENNEDY,-74.16280180822436,4.640922718484578,POINT (-74.16280180822436 4.640922718484578),PATIO BONITO
2007,CONCEJO,PERPETUO SOCORRO,39,KENNEDY,-74.16713612199999,4.605662528000039,POINT (-74.16713612199999 4.605662528000039),TIMIZA
2007,CONCEJO,PIO XII,59,KENNEDY,-74.1503792,4.6345534,POINT (-74.1503792 4.6345534),CASTILLA
2007,CONCEJO,ROMA,36,KENNEDY,-74.17402687199996,4.610423380000043,POINT (-74.17402687199996 4.610423380000043),TIMIZA
2007,CONCEJO,SANTA MARIA DE KENNEDY,23,KENNEDY,-74.17647344399995,4.622501831000022,POINT (-74.17647344399995 4.622501831000022),GRAN BRITALIA
2007,CONCEJO,SANTA MARTA DE PASTRANA,21,KENNEDY,-74.1588714543584,4.61762770243009,POINT (-74.1588714543584 4.61762770243009),KENNEDY CENTRAL
2007,CONCEJO,SUMAPAZ,16,KENNEDY,-74.13942372424493,4.616088238562626,POINT (-74.13942372424493 4.616088238562626),CARVAJAL
2007,CONCEJO,TIMIZA,61,KENNEDY,-74.1519461,4.6163963,POINT (-74.1519461 4.6163963),CARVAJAL
2007,CONCEJO,TINTAL CENTRAL,80,KENNEDY,-74.1671965,4.6508824,POINT (-74.1671965 4.6508824),CALANDAIMA
2007,CONCEJO,TINTALITO,42,KENNEDY,-74.17220865799999,4.634596462000047,POINT (-74.17220865799999 4.634596462000047),PATIO BONITO
2007,CONCEJO,VALLADOLID,46,KENNEDY,-74.1469673,4.6452938,POINT (-74.1469673 4.6452938),CASTILLA
2007,CONCEJO,VILLA ADRIANA,64,KENNEDY,-74.12908471199995,4.612923953000063,POINT (-74.12908471199995 4.612923953000063),AMERICAS
2007,CONCEJO,SALON COMUNAL VILLA ALSACIA,37,KENNEDY,-74.13615890899996,4.643465975000026,POINT (-74.13615890899996 4.643465975000026),CASTILLA
2007,CONCEJO,VILLA DE LA LOMA,40,KENNEDY,-74.168167,4.6278591,POINT (-74.168167 4.6278591),CORABASTOS
2007,CONCEJO,VILLANUEVA,11,KENNEDY,-74.14097588099997,4.603200021000021,POINT (-74.14097588099997 4.603200021000021),CARVAJAL
2007,CONCEJO,BATAVIA,21,FONTIBON,-74.15300324099996,4.682683578000024,POINT (-74.15300324099996 4.682683578000024),FONTIBON
2007,CONCEJO,BELEN,29,FONTIBON,-74.14731025499998,4.678433946000041,POINT (-74.14731025499998 4.678433946000041),FONTIBON
2007,CONCEJO,CAPELLANIA,91,FONTIBON,-74.1318408,4.6695304,POINT (-74.1318408 4.6695304),MODELIA
2007,CONCEJO,CENTRO A,24,FONTIBON,-74.124134,4.6843237,POINT (-74.124134 4.6843237),CAPELLANIA
2007,CONCEJO,CTRO EDUCATIVO SANTA CECILIA,96,FONTIBON,-74.108657766542,4.678651273688369,POINT (-74.108657766542 4.678651273688369),SANTA CECILIA
2007,CONCEJO,EL TAPETE,12,FONTIBON,-74.14298509763157,4.678485003238495,POINT (-74.14298509763157 4.678485003238495),FONTIBON
2007,CONCEJO,FONTIBON,299,FONTIBON,-74.14450537799996,4.67263517300006,POINT (-74.14450537799996 4.67263517300006),FONTIBON
2007,CONCEJO,LA ESPERANZA,169,FONTIBON,-74.20536969899996,4.609695983000051,POINT (-74.20536969899996 4.609695983000051),BOSA CENTRAL
